customer_id,signup_date,last_active_date,tenure_days,segment,plan_type,region,device,acquisition_channel,sessions_last_30d,avg_session_duration,feature_usage_score,engagement_score,revenue,lifetime_value,churn,churn_date,churn_reason
C0380,2024-11-11,2025-04-06,146,SMB,Premium,APAC,Desktop,Paid,20,2.05,76,20.5,241.83,750.97,1,2025-04-14,Low Engagement
C0381,2024-11-08,2025-05-31,204,Individual,Standard,APAC,Desktop,Organic,43,6.55,8,26.2,283.59,504.52,1,2025-06-20,Price
C0382,2024-02-05,2024-09-27,235,SMB,Premium,US,Desktop,Organic,18,4.99,23,19.5,475.57,1452.17,0,,None
C0383,2024-06-21,2025-05-28,341,SMB,Basic,APAC,Desktop,Paid,6,2.69,14,10.0,499.34,1374.03,1,2025-06-13,Service Issues
C0384,2024-01-20,2024-07-17,179,Individual,Standard,APAC,Mobile,Paid,37,6.88,35,29.8,133.0,308.33,0,,None
C0385,2024-11-16,2024-12-04,18,SMB,Premium,APAC,Mobile,Paid,7,2.34,12,9.0,368.95,740.87,1,2024-12-13,Low Engagement
C0386,2024-09-20,2024-11-08,49,Individual,Basic,APAC,Mobile,Referral,12,5.99,90,30.9,201.45,648.56,1,2024-11-24,Low Engagement
C0387,2024-05-21,2024-06-24,34,Enterprise,Premium,EU,Desktop,Organic,36,5.74,43,28.0,23.89,69.29,0,,None
C0388,2024-05-22,2025-02-16,270,Enterprise,Basic,US,Mobile,Referral,1,7.61,70,29.7,24.44,63.43,1,2025-02-25,Low Engagement
C0389,2024-04-01,2024-11-22,235,Enterprise,Basic,APAC,Desktop,Paid,40,1.5,71,22.4,241.07,655.5,1,2024-12-18,Better Alternative
C0390,2024-12-19,2025-05-01,133,SMB,Basic,APAC,Desktop,Referral,10,8.99,77,36.0,254.4,427.93,1,2025-05-28,Service Issues
C0391,2024-11-17,2025-01-03,47,Individual,Standard,EU,Desktop,Paid,23,7.33,75,34.2,30.83,75.47,1,2025-01-22,Better Alternative
C0392,2024-10-14,2025-09-16,337,SMB,Standard,APAC,Mobile,Referral,5,2.95,35,13.6,349.73,660.08,1,2025-09-22,Low Engagement
C0393,2024-08-02,2025-04-19,260,Individual,Standard,EU,Mobile,Referral,25,2.65,60,20.6,161.12,308.83,1,2025-05-04,Price
C0394,2024-12-07,2025-06-10,185,SMB,Basic,US,Mobile,Paid,6,4.88,80,25.4,288.75,815.03,1,2025-06-25,Price
C0395,2024-02-20,2024-05-29,99,Enterprise,Basic,US,Desktop,Referral,38,8.36,39,34.4,164.44,546.35,0,,None
C0396,2024-06-01,2024-07-17,46,Enterprise,Basic,APAC,Mobile,Organic,18,8.59,92,38.9,100.22,231.26,0,,None
C0397,2024-07-04,2025-05-25,325,SMB,Basic,APAC,Desktop,Referral,5,5.68,26,19.1,215.44,412.68,1,2025-06-16,Price
C0398,2024-03-03,2024-09-04,185,SMB,Premium,APAC,Mobile,Referral,42,8.75,0,30.3,131.49,367.84,0,,None
C0399,2024-07-08,2025-04-27,293,Individual,Basic,EU,Mobile,Organic,28,1.05,33,13.2,276.7,897.16,1,2025-05-11,Price
C0400,2024-05-04,2024-08-02,90,Individual,Premium,APAC,Desktop,Paid,42,1.32,67,21.8,115.44,345.93,1,2024-08-04,Low Engagement
C0401,2024-05-29,2024-09-29,123,SMB,Premium,APAC,Desktop,Organic,38,9.21,87,43.7,264.03,854.8,1,2024-10-22,Service Issues
C0402,2024-11-09,2024-12-28,49,Individual,Basic,US,Mobile,Referral,1,7.98,20,23.2,95.54,245.83,0,,None
C0403,2024-02-27,2025-01-02,310,Individual,Standard,APAC,Mobile,Paid,18,5.06,32,21.0,342.07,1027.49,0,,None
C0404,2024-12-07,2025-07-28,233,Individual,Basic,US,Mobile,Referral,3,7.78,6,21.0,381.89,679.81,1,2025-08-17,Low Engagement
C0405,2024-10-31,2025-09-23,327,SMB,Basic,APAC,Desktop,Referral,5,9.6,64,34.6,72.99,160.33,1,2025-10-12,Service Issues
C0406,2024-06-28,2025-06-21,358,Individual,Basic,US,Desktop,Organic,48,7.95,2,29.8,244.55,557.35,1,2025-07-11,Better Alternative
C0407,2024-06-18,2024-10-20,124,SMB,Standard,APAC,Mobile,Organic,36,8.58,50,36.2,54.02,136.27,1,2024-11-16,Service Issues
C0408,2024-11-21,2025-06-04,195,Individual,Basic,US,Mobile,Paid,27,7.85,78,36.7,307.13,1031.39,1,2025-06-28,Price
C0409,2024-09-27,2025-08-25,332,Enterprise,Standard,EU,Desktop,Paid,29,2.51,94,26.2,146.91,477.25,1,2025-09-19,Low Engagement
C0410,2024-02-23,2024-04-28,65,SMB,Standard,US,Mobile,Paid,6,8.5,53,30.4,273.26,483.41,0,,None
C0411,2024-04-10,2024-05-29,49,Individual,Basic,US,Desktop,Referral,8,2.76,79,20.4,268.38,495.32,1,2024-06-21,Better Alternative
C0412,2024-09-20,2025-09-18,363,SMB,Standard,US,Desktop,Organic,24,9.03,73,38.3,463.69,1027.2,0,,None
C0413,2024-02-22,2024-04-11,49,Individual,Standard,APAC,Desktop,Organic,32,5.13,92,33.0,283.56,590.23,1,2024-05-09,Low Engagement
C0414,2024-02-29,2025-02-19,356,Individual,Basic,APAC,Desktop,Organic,0,7.09,58,26.4,299.84,818.43,1,2025-03-18,Service Issues
C0415,2024-04-17,2024-12-19,246,Individual,Basic,APAC,Desktop,Paid,5,5.48,5,15.4,212.79,703.39,1,2025-01-16,Low Engagement
C0416,2024-01-05,2024-10-29,298,SMB,Standard,EU,Desktop,Organic,17,1.85,28,12.2,475.56,1628.59,1,2024-11-22,Better Alternative
C0417,2024-04-12,2025-01-08,271,Individual,Basic,EU,Mobile,Organic,9,3.62,16,13.3,393.05,1103.37,1,2025-01-13,Low Engagement
C0418,2024-07-14,2025-02-24,225,SMB,Standard,US,Desktop,Organic,27,9.85,59,38.9,156.99,498.65,1,2025-03-08,Low Engagement
C0419,2024-09-18,2025-02-21,156,SMB,Basic,EU,Desktop,Paid,10,9.65,21,29.3,425.22,1084.48,0,,None
C0420,2024-12-30,2025-12-10,345,Individual,Basic,US,Mobile,Organic,32,3.88,23,19.6,227.55,436.13,1,2025-12-18,Price
C0421,2024-12-15,2025-06-10,177,SMB,Basic,US,Desktop,Paid,0,9.97,80,36.9,417.76,1065.03,1,2025-06-16,Service Issues
C0422,2024-02-16,2024-05-27,101,SMB,Basic,US,Mobile,Organic,12,8.61,84,36.5,414.99,1083.19,1,2024-06-21,Better Alternative
C0423,2024-12-20,2025-12-17,362,Individual,Standard,EU,Desktop,Organic,36,6.5,50,31.0,110.66,330.31,0,,None
C0424,2024-11-06,2025-01-13,68,SMB,Basic,APAC,Mobile,Organic,19,1.36,49,14.6,356.55,691.62,1,2025-01-25,Price
C0425,2024-11-03,2025-01-10,68,SMB,Standard,EU,Mobile,Paid,0,9.11,10,24.3,159.51,356.76,0,,None
C0426,2024-05-23,2025-04-01,313,Individual,Premium,US,Desktop,Paid,2,6.02,55,23.7,162.8,362.73,1,2025-04-26,Low Engagement
C0427,2024-09-25,2025-03-22,178,SMB,Standard,US,Desktop,Organic,17,8.82,70,36.0,162.25,554.71,1,2025-04-03,Better Alternative
C0428,2024-05-03,2025-02-05,278,Individual,Standard,EU,Desktop,Referral,40,8.51,41,35.4,368.27,879.39,1,2025-02-17,Price
C0429,2024-04-15,2024-06-08,54,Individual,Basic,US,Desktop,Paid,13,8.5,38,29.6,130.32,392.29,0,,None
C0430,2024-06-06,2025-05-26,354,Individual,Basic,US,Mobile,Paid,30,7.28,68,34.4,20.43,61.32,1,2025-06-14,Price
C0431,2024-05-26,2024-12-02,190,Individual,Standard,EU,Mobile,Organic,26,3.62,47,21.3,363.31,737.91,1,2024-12-04,Service Issues
C0432,2024-05-24,2024-11-19,179,SMB,Basic,EU,Mobile,Referral,16,4.03,56,21.7,102.17,270.11,1,2024-12-02,Price
C0433,2024-04-29,2024-11-15,200,SMB,Standard,EU,Desktop,Organic,45,3.78,20,21.4,70.15,230.7,1,2024-11-23,Better Alternative
C0434,2024-11-14,2025-04-27,164,Individual,Basic,US,Mobile,Paid,28,1.18,81,20.7,134.01,328.38,0,,None
C0435,2024-10-01,2025-04-16,197,Individual,Standard,US,Desktop,Paid,35,6.24,98,37.3,202.35,686.01,0,,None
C0436,2024-04-01,2024-04-17,16,Enterprise,Premium,APAC,Desktop,Organic,36,7.29,19,28.3,248.44,479.22,0,,None
C0437,2024-02-27,2024-07-18,142,SMB,Premium,APAC,Mobile,Organic,25,8.68,14,28.8,41.39,68.22,1,2024-07-31,Service Issues
C0438,2024-12-11,2025-08-12,244,SMB,Standard,EU,Desktop,Referral,16,2.26,68,19.0,485.88,1595.1,0,,None
C0439,2024-08-16,2024-10-09,54,SMB,Standard,APAC,Mobile,Referral,21,5.9,76,30.4,363.71,1162.19,0,,None
C0440,2024-04-26,2025-03-15,323,Individual,Standard,US,Desktop,Paid,24,1.07,50,15.0,175.13,610.36,1,2025-03-21,Low Engagement
C0441,2024-11-13,2025-07-29,258,Enterprise,Standard,APAC,Mobile,Referral,1,1.86,75,16.1,172.97,494.48,0,,None
C0442,2024-10-05,2024-11-14,40,Individual,Basic,US,Desktop,Referral,21,1.49,61,17.1,235.3,793.76,1,2024-12-05,Service Issues
C0443,2024-05-06,2024-06-07,32,Individual,Basic,EU,Mobile,Paid,4,7.53,84,32.2,320.6,1011.14,0,,None
C0444,2024-05-08,2024-10-24,169,SMB,Basic,EU,Mobile,Paid,3,1.73,36,10.3,90.26,287.83,1,2024-11-05,Price
C0445,2024-02-27,2024-08-12,167,Individual,Premium,US,Desktop,Paid,35,7.45,5,26.4,110.69,292.03,0,,None
C0446,2024-05-01,2024-06-18,48,Enterprise,Basic,APAC,Desktop,Paid,5,3.25,70,19.6,432.53,979.56,1,2024-07-15,Better Alternative
C0447,2024-01-01,2024-04-01,91,Enterprise,Standard,EU,Mobile,Organic,20,8.9,25,30.0,143.0,481.78,1,2024-04-27,Better Alternative
C0448,2024-08-26,2025-05-20,267,Individual,Standard,EU,Desktop,Paid,12,8.32,7,24.3,202.49,478.73,1,2025-06-13,Price
C0449,2024-10-16,2025-05-19,215,Individual,Standard,APAC,Desktop,Paid,36,9.62,72,42.0,438.21,1129.55,1,2025-05-29,Better Alternative
C0450,2024-04-05,2024-06-30,86,Individual,Standard,APAC,Desktop,Paid,24,8.95,90,40.7,338.31,809.31,0,,None
C0451,2024-05-05,2024-05-26,21,SMB,Basic,US,Mobile,Referral,25,9.4,3,29.0,184.02,483.91,0,,None
C0452,2024-04-27,2025-02-25,304,SMB,Standard,APAC,Mobile,Paid,38,8.73,20,32.4,348.18,849.91,0,,None
C0453,2024-02-17,2024-10-07,233,Individual,Premium,APAC,Desktop,Organic,19,7.24,30,26.4,29.45,47.0,1,2024-10-27,Low Engagement
C0454,2024-03-29,2024-04-20,22,SMB,Basic,APAC,Desktop,Organic,32,2.53,20,15.7,373.11,1217.87,1,2024-04-29,Better Alternative
C0455,2024-08-24,2024-10-18,55,SMB,Basic,US,Mobile,Paid,13,3.45,24,14.8,253.77,606.2,0,,None
C0456,2024-09-28,2025-03-11,164,SMB,Standard,US,Desktop,Organic,35,2.91,14,16.4,410.33,1098.82,1,2025-03-27,Price
C0457,2024-07-07,2024-11-06,122,Individual,Premium,EU,Mobile,Referral,16,6.43,34,24.4,478.23,850.47,1,2024-11-14,Service Issues
C0458,2024-07-10,2025-03-09,242,SMB,Basic,US,Desktop,Paid,20,5.53,48,25.0,464.38,699.72,1,2025-03-14,Low Engagement
C0459,2024-03-09,2024-04-04,26,Individual,Standard,EU,Desktop,Organic,45,8.8,42,37.3,456.45,908.6,1,2024-04-24,Low Engagement
C0460,2024-10-04,2025-05-24,232,Individual,Premium,APAC,Desktop,Organic,15,9.57,40,32.9,265.84,773.37,1,2025-05-26,Better Alternative
C0461,2024-12-14,2025-12-12,363,SMB,Basic,EU,Mobile,Paid,45,4.64,36,26.0,192.87,327.57,1,2026-01-04,Low Engagement
C0462,2024-09-03,2025-03-19,197,SMB,Premium,EU,Mobile,Organic,15,5.56,56,25.3,243.22,806.95,0,,None
C0463,2024-03-16,2025-03-04,353,SMB,Standard,APAC,Mobile,Paid,19,9.74,41,34.3,351.15,677.74,1,2025-03-07,Low Engagement
C0464,2024-06-02,2024-11-21,172,Individual,Standard,EU,Mobile,Organic,28,3.49,46,21.2,444.32,848.29,1,2024-12-20,Better Alternative
C0465,2024-05-23,2025-04-23,335,SMB,Standard,US,Desktop,Referral,27,8.13,91,39.4,119.35,222.35,0,,None
C0466,2024-03-26,2024-06-17,83,SMB,Basic,US,Desktop,Organic,7,3.03,60,18.0,460.73,703.98,0,,None
C0467,2024-07-03,2025-03-02,242,SMB,Basic,US,Mobile,Organic,23,7.13,13,24.4,411.29,1251.81,0,,None
C0468,2024-10-11,2025-06-01,233,Individual,Basic,US,Desktop,Paid,2,3.28,67,18.6,489.85,1592.05,1,2025-06-16,Price
C0469,2024-08-07,2025-07-01,328,Enterprise,Basic,EU,Desktop,Organic,24,8.95,52,35.0,442.52,1207.34,1,2025-07-02,Price
C0470,2024-03-09,2024-05-17,69,Individual,Basic,EU,Mobile,Paid,18,6.05,83,31.2,154.37,289.66,1,2024-06-08,Price
C0471,2024-02-16,2025-01-25,344,Individual,Premium,APAC,Desktop,Referral,32,2.67,33,18.0,70.86,146.72,0,,None
C0472,2024-04-03,2024-11-20,231,SMB,Premium,EU,Desktop,Paid,1,3.02,75,19.0,73.88,181.14,1,2024-12-04,Service Issues
C0473,2024-08-25,2024-10-10,46,Individual,Standard,EU,Mobile,Paid,14,5.44,96,30.8,159.79,544.67,1,2024-11-07,Price
C0474,2024-07-22,2025-05-05,287,SMB,Premium,EU,Desktop,Organic,21,9.65,23,31.8,314.81,627.95,1,2025-05-18,Service Issues
C0475,2024-08-05,2025-02-26,205,Individual,Standard,APAC,Desktop,Referral,9,7.93,19,24.5,406.07,1203.3,1,2025-03-04,Low Engagement
C0476,2024-12-06,2025-12-02,361,Individual,Basic,US,Desktop,Paid,17,5.39,68,27.1,451.64,1074.4,1,2025-12-03,Price
C0477,2024-02-08,2024-10-16,251,Individual,Basic,EU,Mobile,Organic,21,4.04,29,18.6,319.4,669.36,1,2024-11-10,Service Issues
C0478,2024-04-09,2025-03-08,333,SMB,Standard,APAC,Mobile,Organic,45,5.94,87,36.9,22.7,54.75,1,2025-03-11,Price
C0479,2024-10-15,2025-05-31,228,SMB,Standard,APAC,Desktop,Paid,48,7.74,6,29.8,109.43,179.73,1,2025-06-02,Better Alternative
C0480,2024-09-10,2025-03-30,201,SMB,Basic,APAC,Desktop,Organic,26,8.06,35,30.6,67.87,210.22,1,2025-04-19,Better Alternative
C0481,2024-08-09,2024-09-04,26,SMB,Standard,US,Desktop,Paid,12,3.92,37,17.8,194.4,386.2,1,2024-09-26,Better Alternative
C0482,2024-12-22,2025-01-12,21,SMB,Basic,EU,Mobile,Paid,32,7.49,79,37.0,260.65,769.13,0,,None
C0483,2024-01-23,2024-08-12,202,SMB,Standard,APAC,Mobile,Paid,4,6.92,51,25.8,40.83,66.83,1,2024-08-20,Low Engagement
C0484,2024-09-06,2024-10-07,31,SMB,Premium,US,Mobile,Referral,25,9.63,14,31.2,187.27,638.63,1,2024-11-01,Better Alternative
C0485,2024-01-10,2024-05-18,129,Enterprise,Standard,APAC,Desktop,Paid,12,9.38,45,32.6,106.01,199.94,1,2024-05-24,Better Alternative
C0486,2024-09-02,2025-04-09,219,Individual,Premium,APAC,Desktop,Organic,26,8.1,22,28.8,330.59,1079.54,1,2025-04-29,Low Engagement
C0487,2024-11-20,2025-10-01,315,Enterprise,Premium,APAC,Desktop,Referral,13,7.51,11,23.0,242.85,757.44,1,2025-10-26,Price
C0488,2024-04-09,2025-01-13,279,SMB,Premium,APAC,Desktop,Organic,23,3.47,92,27.1,257.75,885.56,1,2025-01-28,Service Issues
C0489,2024-10-16,2025-05-05,201,Enterprise,Premium,APAC,Desktop,Referral,2,8.61,43,28.4,225.29,553.26,0,,None
C0490,2024-06-28,2024-12-29,184,SMB,Premium,US,Mobile,Referral,46,4.85,14,23.4,478.89,1415.02,1,2025-01-10,Better Alternative
C0491,2024-08-10,2025-05-31,294,Individual,Standard,EU,Desktop,Referral,48,3.45,92,32.0,123.07,275.85,1,2025-06-10,Low Engagement
C0492,2024-09-06,2025-04-07,213,SMB,Basic,EU,Desktop,Referral,29,4.46,48,24.2,268.0,500.82,1,2025-05-04,Low Engagement
C0493,2024-05-26,2024-11-15,173,Individual,Basic,EU,Desktop,Organic,34,8.52,20,31.1,373.29,890.73,0,,None
C0494,2024-04-05,2024-12-21,260,Individual,Standard,EU,Mobile,Paid,47,2.34,14,17.4,287.29,526.17,1,2025-01-04,Better Alternative
C0495,2024-09-13,2025-05-07,236,Individual,Basic,US,Desktop,Organic,13,5.11,13,17.3,465.93,1614.02,1,2025-05-08,Service Issues
C0496,2024-11-20,2024-12-06,16,Individual,Basic,US,Mobile,Paid,11,5.43,41,21.9,201.42,340.9,1,2024-12-07,Low Engagement
C0497,2024-01-04,2024-02-11,38,Individual,Premium,US,Mobile,Organic,27,1.33,79,20.6,242.56,649.68,1,2024-03-01,Service Issues
C0498,2024-01-16,2024-02-27,42,Individual,Premium,APAC,Mobile,Referral,43,2.76,14,17.6,62.49,172.03,1,2024-03-08,Service Issues
C0499,2024-10-06,2025-02-26,143,Individual,Premium,APAC,Mobile,Referral,28,8.44,62,36.0,312.32,804.59,1,2025-03-02,Price
C0500,2024-12-01,2025-02-27,88,Enterprise,Basic,APAC,Mobile,Paid,42,8.48,67,39.6,158.34,447.21,1,2025-03-25,Service Issues
C0501,2024-09-03,2024-11-09,67,Individual,Basic,EU,Desktop,Paid,16,3.63,26,16.2,96.95,167.95,1,2024-11-18,Better Alternative
C0502,2024-09-14,2024-10-19,35,Enterprise,Basic,APAC,Desktop,Organic,39,8.87,86,42.9,281.38,734.41,0,,None
C0503,2024-06-08,2025-01-29,235,Individual,Basic,EU,Mobile,Paid,48,7.95,92,43.3,275.51,571.52,0,,None
C0504,2024-12-05,2025-09-25,294,Enterprise,Basic,APAC,Mobile,Organic,20,4.76,52,23.7,56.42,190.72,1,2025-10-11,Low Engagement
C0505,2024-05-31,2024-06-13,13,SMB,Basic,EU,Mobile,Paid,22,7.74,51,31.4,355.14,1073.99,0,,None
C0506,2024-06-26,2024-10-12,108,SMB,Premium,APAC,Desktop,Paid,19,9.65,62,37.2,319.41,1100.38,0,,None
C0507,2024-06-11,2024-07-29,48,SMB,Standard,APAC,Desktop,Paid,10,5.13,72,25.6,110.73,174.41,0,,None
C0508,2024-02-02,2024-11-08,280,SMB,Basic,US,Mobile,Referral,33,3.15,52,22.3,245.33,507.9,0,,None
C0509,2024-06-27,2025-04-17,294,SMB,Basic,APAC,Desktop,Referral,9,9.48,56,33.9,365.75,691.58,0,,None
C0510,2024-04-10,2024-09-23,166,Enterprise,Standard,APAC,Desktop,Organic,9,6.43,51,25.5,274.13,417.31,1,2024-09-26,Service Issues
C0511,2024-09-24,2024-12-17,84,SMB,Basic,US,Mobile,Paid,42,1.95,42,19.6,209.83,416.44,0,,None
C0512,2024-11-18,2025-09-11,297,Individual,Premium,EU,Mobile,Organic,5,6.15,6,17.3,174.72,499.27,1,2025-10-01,Low Engagement
C0513,2024-03-05,2024-07-22,139,SMB,Basic,US,Desktop,Paid,35,5.51,41,26.9,312.99,614.14,1,2024-08-15,Low Engagement
C0514,2024-06-16,2024-12-17,184,SMB,Basic,US,Desktop,Referral,23,8.7,3,26.8,470.77,1185.4,1,2025-01-12,Low Engagement
C0515,2024-11-25,2025-02-26,93,Individual,Basic,EU,Desktop,Referral,11,5.78,68,26.8,342.44,1121.71,0,,None
C0516,2024-02-12,2024-03-14,31,Enterprise,Basic,APAC,Mobile,Paid,42,3.3,4,17.2,55.88,161.35,1,2024-03-30,Better Alternative
C0517,2024-02-13,2024-03-20,36,SMB,Standard,EU,Mobile,Paid,22,7.08,74,33.2,241.13,552.01,0,,None
C0518,2024-10-11,2025-05-03,204,Individual,Standard,APAC,Mobile,Referral,26,5.88,91,33.6,447.6,1004.83,1,2025-05-14,Price
C0519,2024-01-12,2024-12-23,346,Individual,Standard,APAC,Desktop,Referral,44,3.1,79,28.4,65.34,157.57,1,2025-01-02,Service Issues
C0520,2024-04-04,2024-12-05,245,SMB,Basic,EU,Desktop,Organic,36,6.16,40,28.6,494.66,917.14,1,2024-12-13,Price
C0521,2024-10-28,2025-02-06,101,SMB,Standard,US,Mobile,Referral,5,8.39,93,35.9,475.55,1316.32,1,2025-02-21,Service Issues
C0522,2024-09-09,2024-10-09,30,Individual,Standard,EU,Desktop,Paid,0,1.26,3,3.6,57.57,128.28,1,2024-10-30,Better Alternative
C0523,2024-08-29,2025-07-07,312,Individual,Premium,APAC,Mobile,Organic,5,6.68,1,17.8,468.04,1499.94,1,2025-07-11,Low Engagement
C0524,2024-02-04,2024-05-07,93,Enterprise,Basic,EU,Desktop,Paid,49,4.15,66,30.1,194.3,585.45,1,2024-05-20,Service Issues
C0525,2024-08-02,2025-04-30,271,Individual,Basic,EU,Mobile,Organic,21,3.63,20,16.3,425.46,1157.69,1,2025-05-21,Price
C0526,2024-12-02,2025-05-07,156,SMB,Standard,APAC,Desktop,Paid,40,4.53,69,29.7,220.82,492.08,1,2025-06-01,Low Engagement
C0527,2024-03-30,2024-12-21,266,Enterprise,Standard,US,Desktop,Referral,23,4.08,42,21.1,231.61,444.66,1,2025-01-09,Better Alternative
C0528,2024-09-20,2024-11-26,67,SMB,Basic,EU,Mobile,Paid,24,8.49,81,38.2,324.44,990.29,0,,None
C0529,2024-04-02,2024-04-26,24,Individual,Basic,APAC,Mobile,Organic,14,3.47,68,21.7,391.75,968.73,1,2024-05-12,Low Engagement
C0530,2024-03-30,2024-09-17,171,Enterprise,Basic,APAC,Mobile,Paid,25,7.6,8,25.2,36.22,70.61,1,2024-10-07,Service Issues
C0531,2024-04-24,2024-10-13,172,Individual,Premium,EU,Mobile,Organic,7,1.85,83,18.5,304.71,576.01,1,2024-10-18,Low Engagement
C0532,2024-04-14,2025-03-09,329,SMB,Basic,US,Mobile,Paid,23,9.56,27,32.6,109.63,200.71,1,2025-03-19,Low Engagement
C0533,2024-07-14,2025-04-30,290,SMB,Premium,EU,Desktop,Referral,47,6.6,25,29.6,186.06,568.29,1,2025-05-11,Better Alternative
C0534,2024-11-09,2025-08-25,289,Enterprise,Standard,US,Mobile,Referral,37,7.36,81,38.0,187.02,366.18,1,2025-09-08,Service Issues
C0535,2024-04-23,2024-05-14,21,Individual,Premium,US,Mobile,Paid,5,3.68,82,22.5,245.15,625.94,0,,None
C0536,2024-03-15,2024-12-23,283,Enterprise,Premium,US,Mobile,Paid,34,4.71,2,18.9,180.39,433.49,0,,None
C0537,2024-08-04,2025-05-11,280,SMB,Basic,US,Mobile,Paid,41,3.01,72,26.5,71.53,190.21,0,,None
C0538,2024-10-03,2025-05-08,217,Individual,Premium,EU,Mobile,Organic,0,9.39,99,38.3,89.9,292.56,1,2025-05-26,Better Alternative
C0539,2024-09-05,2024-10-11,36,SMB,Basic,APAC,Desktop,Paid,45,5.39,94,36.6,36.05,116.64,1,2024-11-02,Better Alternative
C0540,2024-06-12,2024-09-01,81,Individual,Premium,APAC,Mobile,Paid,35,6.67,48,30.9,245.72,590.26,1,2024-09-13,Low Engagement
C0541,2024-12-22,2025-03-01,69,SMB,Standard,APAC,Mobile,Organic,11,7.61,16,23.6,478.13,731.89,1,2025-03-27,Low Engagement
C0542,2024-07-10,2024-12-11,154,Individual,Basic,APAC,Mobile,Referral,37,4.34,62,27.6,75.52,177.69,0,,None
C0543,2024-08-14,2024-11-24,102,SMB,Standard,APAC,Desktop,Paid,10,7.48,54,28.8,474.21,1286.24,1,2024-12-17,Price
C0544,2024-06-25,2025-05-09,318,Individual,Premium,APAC,Desktop,Paid,11,7.08,22,23.2,372.01,973.0,1,2025-06-01,Low Engagement
C0545,2024-04-08,2024-04-25,17,Enterprise,Basic,EU,Mobile,Referral,41,7.35,33,31.5,326.0,913.67,0,,None
C0546,2024-02-05,2024-05-03,88,SMB,Standard,US,Mobile,Referral,49,5.4,68,33.5,329.73,596.2,0,,None
C0547,2024-04-05,2024-05-11,36,SMB,Standard,APAC,Desktop,Organic,38,4.45,14,20.8,416.83,1164.24,0,,None
C0548,2024-05-31,2024-11-30,183,SMB,Premium,EU,Desktop,Paid,6,3.0,46,15.6,71.32,133.03,1,2024-12-21,Price
C0549,2024-05-30,2024-07-28,59,SMB,Basic,APAC,Desktop,Paid,10,8.42,2,23.4,262.28,787.11,0,,None
C0550,2024-07-08,2025-02-01,208,Individual,Basic,APAC,Mobile,Organic,35,6.48,82,35.5,354.6,772.38,1,2025-02-07,Better Alternative
C0551,2024-08-11,2025-08-04,358,Enterprise,Basic,US,Mobile,Referral,30,5.0,27,22.6,301.67,880.81,0,,None
C0552,2024-02-06,2024-08-14,190,Individual,Standard,US,Desktop,Organic,32,9.5,2,30.4,419.73,669.78,0,,None
C0553,2024-09-24,2024-10-27,33,Individual,Basic,US,Mobile,Referral,12,1.43,3,6.4,54.69,126.65,1,2024-11-13,Price
C0554,2024-07-01,2025-05-22,325,Individual,Premium,APAC,Desktop,Organic,17,8.65,87,38.1,351.54,1023.01,1,2025-05-29,Price
C0555,2024-01-13,2024-03-08,55,SMB,Basic,APAC,Desktop,Referral,40,9.98,30,37.4,276.33,539.88,1,2024-03-11,Service Issues
C0556,2024-10-05,2024-10-29,24,SMB,Standard,APAC,Desktop,Organic,23,8.98,44,33.7,202.0,624.3,1,2024-11-03,Service Issues
C0557,2024-08-04,2025-01-13,162,Individual,Basic,US,Mobile,Referral,8,8.29,58,31.0,183.33,506.28,1,2025-01-31,Service Issues
C0558,2024-12-20,2025-08-08,231,Individual,Basic,EU,Desktop,Referral,30,4.37,44,23.5,318.0,850.69,0,,None
C0559,2024-12-26,2025-07-29,215,SMB,Basic,APAC,Desktop,Referral,40,3.08,74,26.8,447.68,988.07,1,2025-07-30,Service Issues
C0560,2024-10-12,2025-07-21,282,SMB,Basic,APAC,Mobile,Referral,9,7.61,36,26.2,258.16,636.34,1,2025-08-13,Better Alternative
C0561,2024-09-29,2025-06-01,245,Enterprise,Standard,APAC,Desktop,Referral,1,3.74,64,19.2,415.87,1120.64,1,2025-06-21,Price
C0562,2024-03-02,2025-02-14,349,Individual,Premium,EU,Mobile,Paid,37,2.58,8,15.0,213.04,520.87,1,2025-02-22,Service Issues
C0563,2024-03-24,2024-11-16,237,SMB,Standard,APAC,Desktop,Referral,14,8.08,16,25.4,69.15,200.3,1,2024-11-21,Service Issues
C0564,2024-08-04,2024-08-22,18,Enterprise,Premium,EU,Mobile,Paid,2,3.81,64,19.5,49.52,117.23,1,2024-08-23,Better Alternative
C0565,2024-12-07,2025-05-31,175,Individual,Premium,APAC,Desktop,Referral,42,9.23,2,31.8,44.64,85.02,1,2025-06-25,Low Engagement
C0566,2024-07-05,2025-05-29,328,SMB,Standard,EU,Desktop,Paid,30,8.57,25,31.2,202.47,390.34,1,2025-06-04,Low Engagement
C0567,2024-01-19,2024-08-29,223,SMB,Premium,APAC,Desktop,Paid,5,8.63,52,30.4,181.87,274.92,0,,None
C0568,2024-06-25,2024-10-29,126,Individual,Standard,US,Desktop,Organic,2,7.94,30,24.8,364.61,766.38,1,2024-11-12,Price
C0569,2024-04-09,2025-03-28,353,Individual,Basic,US,Desktop,Referral,10,8.93,25,28.1,376.55,1128.83,0,,None
C0570,2024-08-20,2024-11-09,81,SMB,Standard,US,Mobile,Organic,14,8.25,22,26.7,44.41,137.15,1,2024-12-05,Price
